"SurveyID"	"CameraCondition"	"CheckDate"
"S09-ILC1-WI12"	"1"	2012-02-21
"S09-KTP1-WI12"	"2"	2012-02-21
"S09-SMC1-WI12"	"1"	2012-02-21
"S08-WGL2-WI12"	"2"	2012-02-21
"S08-WGL1-WI12"	"1"	2012-02-21
"S07-WGL2-WI12"	"1"	2012-02-21
"S07-SAG1-WI12"	"1"	2012-02-21
"S07-STJ1-WI12"	"1"	2012-02-21
"S06-CBW1-WI12"	"2"	2012-02-21
"S05-RES1-WI12"	"1"	2012-02-21
"S05-LNC1-WI12"	"1"	2012-02-21
"S05-SFP1-WI12"	"2"	2012-02-21
"D03-AMP1-WI12"	"1"	2012-02-22
"D10-MAC1-WI12"	"1"	2012-02-21
"D10-CAN1-WI12"	"1"	2012-02-21
"D10-VHC1-WI12"	"1"	2012-02-21
"D09-CLG1-WI12"	"1"	2012-02-21
"D09-VTC1-WI12"	"1"	2012-02-21
"D09-RYW1-WI12"	"1"	2012-02-21
"D08-DAW1-WI12"	"1"	2012-02-21
"D08-CCC1-WI12"	"1"	2012-02-21
"D08-DAW2-WI12"	"2"	2012-02-21
"D08-DAW3-WI12"	NA	2012-01-23
"D08-DAW3-WI12"	"2"	2012-02-06
"D08-DAW3-WI12"	"2"	2012-02-21
"D07-NOC1-WI12"	"2"	2012-02-21
"D07-BEC1-WI12"	"2"	2012-02-21
"D07-ASC1-WI12"	"2"	2012-02-21
"D06-KCG1-WI12"	"1"	2012-02-21
"D05-PRC1-WI12"	"1"	2012-02-21
"D05-MIA1-WI12"	"2"	2012-02-21
"D05-ADC1-WI12"	"1"	2012-02-21
"D05-BRP1-WI12"	"2"	2012-02-21
"D04-EDW3-WI12"	"1"	2012-02-21
"D04-DNP1-WI12"	"2"	2012-02-21
"D04-RDP1-WI12"	"1"	2012-02-21
"D04-FGP1-WI12"	"2"	2012-02-21
"D02-SCP1-WI12"	"2"	2012-02-22
"D02-HUP1-WI12"	"1"	2012-02-22
"D02-MOP1-WI12"	"2"	2012-02-22
"D02-RCP1-WI12"	"2"	2012-02-22
"D03-AFP1-WI12"	"1"	2012-02-22
"D03-CHP1-WI12"	"1"	2012-02-22
"D03-MFP1-WI12"	"1"	2012-02-22
"S05-SFP2-WI12"	NA	2012-01-23
"S05-SFP2-WI12"	"2"	2012-02-09
"S05-SFP2-WI12"	"2"	2012-02-21
"S05-SFP2-FA11"	NA	2011-10-03
"S05-SFP2-FA11"	"1"	2011-10-24
"S05-SFP2-FA11"	"1"	2011-11-08
"R10-FRM1-WI12"	"2"	2012-02-23
"R10-FRM2-WI12"	"2"	2012-02-23
"R10-WCP2-WI12"	"2"	2012-02-23
"R10-WDW1-WI12"	"1"	2012-02-23
"R09-CTG3-WI12"	"1"	2012-02-23
"R09-BLW1-WI12"	"1"	2012-02-23
"R09-LIM2-WI12"	"2"	2012-02-23
"R09-SMI1-WI12"	"1"	2012-02-23
"R08-DAP1-WI12"	"1"	2012-02-23
"R08-WBK1-WI12"	"1"	2012-02-23
"R08-VLG1-WI12"	"1"	2012-02-23
"R08-PAP1-WI12"	"2"	2012-02-23
"R07-GOF1-WI12"	"1"	2012-02-23
"R07-FSP1-WI12"	"1"	2012-02-23
"J01-CLP1-WI12"	"1"	2012-02-27
"J01-SEP1-WI12"	"1"	2012-02-27
"J01-SKP1-WI12"	"1"	2012-02-27
"S04-SSP1-WI12"	"1"	2012-02-27
"S04-VFP1-WI12"	"1"	2012-02-27
"S03-LCP1-WI12"	"1"	2012-02-27
"S03-VIP1-WI12"	"1"	2012-02-27
"S03-WAP1-WI12"	"1"	2012-02-27
"S02-BRI1-WI12"	"1"	2012-02-27
"S02-MCP1-WI12"	"1"	2012-02-27
"S02-CPR1-WI12"	"1"	2012-02-27
"S02-PIP1-WI12"	"2"	2012-02-27
"S04-OTW1-WI12"	"1"	2012-02-21
"R07-MMP1-WI12"	"1"	2012-02-23
"R07-YHR1-WI12"	"1"	2012-02-23
"R06-OTB1-WI12"	"1"	2012-02-23
"R06-SLT2-WI12"	"2"	2012-02-23
"R06-SLT1-WI12"	"1"	2012-02-23
"R06-YOW1-WI12"	"1"	2012-02-23
"R05-MTC1-WI12"	"1"	2012-02-23
"R05-FMG1-WI12"	"1"	2012-02-23
"R05-GOC1-WI12"	"1"	2012-02-23
"R05-STP1-WI12"	"1"	2012-02-23
"R04-SCH1-WI12"	"1"	2012-02-23
"R04-MMW1-WI12"	"1"	2012-02-23
"R03-MAP1-WI12"	"2"	2012-02-23
"R03-EUC1-WI12"	"1"	2012-02-23
"R03-AUP1-WI12"	"1"	2012-02-23
"R03-CPG1-WI12"	"1"	2012-02-23
"R02-FRP1-WI12"	"1"	2012-02-23
"R02-DPG1-WI12"	"1"	2012-02-23
"R02-ALT1-WI12"	"1"	2012-02-23
"J01-LMP1-WI12"	"1"	2012-02-27
"R02-ALT1-SP12"	NA	2012-04-16
"R02-DPG1-SP12"	NA	2012-04-16
"R02-FRP1-SP12"	NA	2012-04-16
"R03-CPG1-SP12"	NA	2012-04-16
"R03-AUP1-SP12"	NA	2012-04-16
"R03-EUC1-SP12"	NA	2012-04-16
"R03-MAP1-SP12"	NA	2012-04-16
"R04-MMW1-SP12"	NA	2012-04-16
"R04-SCH1-SP12"	NA	2012-04-16
"R05-STP1-SP12"	NA	2012-04-16
"R05-GOC1-SP12"	NA	2012-04-16
"R05-FMG1-SP12"	NA	2012-04-16
"R05-MTC1-SP12"	NA	2012-04-16
"R06-YOW1-SP12"	NA	2012-04-16
"R06-SLT1-SP12"	NA	2012-04-16
"R06-SLT2-SP12"	NA	2012-04-16
"R06-OTB1-SP12"	NA	2012-04-16
"R07-YHR1-SP12"	NA	2012-04-16
"R07-MMP1-SP12"	NA	2012-04-16
"J01-LMP1-SP12"	NA	2012-04-17
"S02-CPR1-SP12"	NA	2012-04-17
"S02-MCP1-SP12"	NA	2012-04-17
"S02-BRI1-SP12"	NA	2012-04-17
"S02-PIP1-SP12"	NA	2012-04-17
"S03-WAP1-SP12"	NA	2012-04-17
"S03-PSP1-SP12"	NA	2012-04-17
"S03-VIP1-SP12"	NA	2012-04-17
"S03-LCP1-SP12"	NA	2012-04-17
"S04-HAP1-SP12"	NA	2012-04-17
"S04-VFP1-SP12"	NA	2012-04-17
"S04-SSP1-SP12"	NA	2012-04-17
"J01-SKP1-SP12"	NA	2012-04-17
"J01-SEP1-SP12"	NA	2012-04-17
"J01-CLP1-SP12"	NA	2012-04-17
"S10-LEW1-SP12"	NA	2012-04-18
"S10-LPC1-SP12"	NA	2012-04-18
"S10-LPP2-SP12"	NA	2012-04-18
"S10-ILC1-SP12"	NA	2012-04-18
"S09-ILC1-SP12"	NA	2012-04-18
"S09-VTW1-SP12"	NA	2012-04-18
"S09-KTP1-SP12"	NA	2012-04-18
"S09-SMC1-SP12"	NA	2012-04-18
"S08-WGL2-SP12"	NA	2012-04-18
"S08-WGL1-SP12"	NA	2012-04-18
"S07-WGL2-SP12"	NA	2012-04-18
"S07-SAG1-SP12"	NA	2012-04-18
"S07-STJ1-SP12"	NA	2012-04-18
"S06-CBW1-SP12"	NA	2012-04-18
"S05-RES1-SP12"	NA	2012-04-18
"S05-LNC1-SP12"	NA	2012-04-18
"S05-SFP2-SP12"	NA	2012-04-18
"S04-OTW1-SP12"	NA	2012-04-18
"D02-RCP1-SP12"	NA	2012-04-17
"D02-HUP1-SP12"	NA	2012-04-17
"D02-MOP1-SP12"	NA	2012-04-17
"D02-SCP1-SP12"	NA	2012-04-17
"D03-AFP1-SP12"	NA	2012-04-17
"D03-CHP1-SP12"	NA	2012-04-17
"D03-MFP1-SP12"	NA	2012-04-17
"D03-AMP1-SP12"	NA	2012-04-17
"D04-FGP1-SP12"	NA	2012-04-17
"D04-EDW3-SP12"	NA	2012-04-17
"D04-RDP1-SP12"	NA	2012-04-17
"D04-DNP1-SP12"	NA	2012-04-17
"D05-ADC1-SP12"	NA	2012-04-18
"D05-BRP1-SP12"	NA	2012-04-18
"D05-MIA1-SP12"	NA	2012-04-18
"D05-PRC1-SP12"	NA	2012-04-18
"D07-ASC1-SP12"	NA	2012-04-18
"D06-KCG1-SP12"	NA	2012-04-18
"D07-NOC1-SP12"	NA	2012-04-18
"D07-BEC1-SP12"	NA	2012-04-18
"D08-DAW2-SP12"	NA	2012-04-18
"D08-DAW1-SP12"	NA	2012-04-18
"D08-CCC1-SP12"	NA	2012-04-18
"D09-CLG1-SP12"	NA	2012-04-18
"D09-RYW1-SP12"	NA	2012-04-18
"D09-VTC1-SP12"	NA	2012-04-18
"D10-VHC1-SP12"	NA	2012-04-18
"D10-CAN1-SP12"	NA	2012-04-18
"D10-MAC1-SP12"	NA	2012-04-18
"R07-FSP1-SP12"	NA	2012-04-20
"R07-GOF1-SP12"	NA	2012-04-20
"R08-PAP1-SP12"	NA	2012-04-20
"R08-VLG1-SP12"	NA	2012-04-20
"R08-WBK1-SP12"	NA	2012-04-20
"R08-DAP1-SP12"	NA	2012-04-20
"R09-SMI1-SP12"	NA	2012-04-20
"R09-LIM2-SP12"	NA	2012-04-20
"R09-BLW1-SP12"	NA	2012-04-20
"R09-CTG3-SP12"	NA	2012-04-20
"R10-WDW1-SP12"	NA	2012-04-20
"R10-WCP3-SP12"	NA	2012-04-20
"R10-FRM2-SP12"	NA	2012-04-20
"R10-FRM1-SP12"	NA	2012-04-20
"S02-MCP1-SP12"	"3"	2012-05-02
"S02-BRI1-SP12"	"2"	2012-05-02
"S02-PIP1-SP12"	"1"	2012-05-02
"S03-WAP1-SP12"	"1"	2012-05-02
"S03-PSP1-SP12"	"1"	2012-05-02
"S03-VIP1-SP12"	"3"	2012-05-02
"S03-LCP1-SP12"	"1"	2012-05-02
"S04-HAP1-SP12"	"1"	2012-05-02
"S04-VFP1-SP12"	"3"	2012-05-02
"S04-SSP1-SP12"	"1"	2012-05-02
"J01-SKP1-SP12"	"1"	2012-05-01
"J01-LMP1-SP12"	"1"	2012-05-02
"S02-CPR1-SP12"	"1"	2012-05-02
"J01-SEP1-SP12"	"1"	2012-05-02
"J01-CLP1-SP12"	"1"	2012-05-02
"S10-ILC1-SP12"	"2"	2012-05-01
"S10-LEW1-SP12"	"1"	2012-05-01
"S10-LPC1-SP12"	"1"	2012-05-01
"S10-LPP2-SP12"	"1"	2012-05-01
"S09-ILC1-SP12"	"1"	2012-05-01
"S09-VTW2-SP12"	NA	2012-04-18
"S09-VTW2-SP12"	"1"	2012-05-01
"S09-KTP1-SP12"	"1"	2012-05-01
"S09-SMC1-SP12"	"2"	2012-05-01
"S08-WGL2-SP12"	"1"	2012-05-01
"S08-WGL1-SP12"	"1"	2012-05-01
"S07-WGL2-SP12"	"1"	2012-05-01
"S07-SAG1-SP12"	"2"	2012-05-01
"S07-STJ1-SP12"	"1"	2012-05-01
"S06-CBW1-SP12"	"1"	2012-05-01
"S05-RES1-SP12"	"3"	2012-05-01
"S05-LNC1-SP12"	"2"	2012-05-01
"S05-SFP2-SP12"	"1"	2012-05-01
"S04-OTW1-SP12"	"1"	2012-05-01
"R07-MMP1-SP12"	"1"	2012-04-30
"R02-ALT1-SP12"	"1"	2012-04-30
"R02-DPG1-SP12"	"1"	2012-04-30
"R02-FRP1-SP12"	"1"	2012-04-30
"R03-CPG1-SP12"	"1"	2012-04-30
"R03-AUP1-SP12"	"1"	2012-04-30
"R03-EUC1-SP12"	"1"	2012-04-30
"R03-MAP1-SP12"	"1"	2012-04-30
"R04-MMW1-SP12"	"1"	2012-04-30
"R04-SCH1-SP12"	"1"	2012-04-30
"R05-STP1-SP12"	"1"	2012-04-30
"R05-GOC1-SP12"	"1"	2012-04-30
"R05-FMG1-SP12"	"1"	2012-04-30
"R05-MTC1-SP12"	"1"	2012-04-30
"R06-YOW1-SP12"	"2"	2012-04-30
"R06-SLT1-SP12"	"1"	2012-04-30
"R06-SLT2-SP12"	"2"	2012-04-30
"R06-OTB1-SP12"	"3"	2012-04-30
"R07-YHR1-SP12"	"1"	2012-04-30
"R07-FSP1-SP12"	"1"	2012-05-03
"R10-FRM1-SP12"	"1"	2012-05-03
"R10-FRM2-SP12"	"1"	2012-05-03
"R10-WCP3-SP12"	"1"	2012-05-03
"R10-WDW1-SP12"	"1"	2012-05-03
"R09-CTG3-SP12"	"1"	2012-05-03
"R09-BLW1-SP12"	"1"	2012-05-03
"R09-LIM2-SP12"	"1"	2012-05-03
"R09-SMI1-SP12"	"1"	2012-05-03
"R08-DAP1-SP12"	"1"	2012-05-03
"R08-WBK1-SP12"	"1"	2012-05-03
"R08-VLG1-SP12"	"1"	2012-05-03
"R08-PAP1-SP12"	"2"	2012-05-03
"R07-GOF1-SP12"	"1"	2012-05-03
"D05-ADC1-SP12"	"1"	2012-05-02
"D05-BRP1-SP12"	"1"	2012-05-02
"D05-MIA1-SP12"	"1"	2012-05-02
"D05-PRC1-SP12"	"1"	2012-05-02
"D07-ASC1-SP12"	"1"	2012-05-02
"D06-KCG1-SP12"	"1"	2012-05-02
"D07-NOC1-SP12"	"1"	2012-05-02
"D07-BEC1-SP12"	"1"	2012-05-02
"D08-DAW3-SP12"	NA	2012-04-18
"D08-DAW3-SP12"	"1"	2012-05-02
"D08-DAW1-SP12"	"1"	2012-05-02
"D08-CCC1-SP12"	"1"	2012-05-02
"D09-CLG1-SP12"	"1"	2012-05-02
"D09-RYW1-SP12"	"1"	2012-05-02
"D09-VTC1-SP12"	"1"	2012-05-02
"D10-VHC1-SP12"	"1"	2012-05-02
"D10-CAN1-SP12"	"1"	2012-05-02
"D10-MAC1-SP12"	"1"	2012-05-02
"D04-DNP1-SP12"	"1"	2012-05-01
"D02-SCP1-SP12"	"1"	2012-05-01
"D02-HUP1-SP12"	"1"	2012-05-01
"D02-MOP1-SP12"	"3"	2012-05-01
"D02-RCP1-SP12"	"1"	2012-05-01
"D03-AFP1-SP12"	"1"	2012-05-01
"D03-CHP1-SP12"	"1"	2012-05-01
"D03-MFP1-SP12"	"4"	2012-05-01
"D03-AMP1-SP12"	"1"	2012-05-01
"D04-FGP1-SP12"	"1"	2012-05-01
"D04-EDW3-SP12"	"1"	2012-05-01
"D04-RDP1-SP12"	"1"	2012-05-01
"S10-ILC1-SP12"	"1"	2012-05-15
"S09-ILC1-SP12"	"1"	2012-05-15
"S10-LEW1-SP12"	"1"	2012-05-15
"S10-LPC1-SP12"	"1"	2012-05-15
"S10-LPP2-SP12"	"1"	2012-05-15
"S09-VTW2-SP12"	"1"	2012-05-15
"S09-KTP1-SP12"	"1"	2012-05-15
"S09-SMC1-SP12"	"1"	2012-05-15
"S08-WGL2-SP12"	"2"	2012-05-15
"S08-WGL1-SP12"	"1"	2012-05-15
"S07-WGL2-SP12"	"1"	2012-05-15
"S07-SAG1-SP12"	"1"	2012-05-15
"S07-STJ1-SP12"	"1"	2012-05-15
"S06-CBW1-SP12"	"1"	2012-05-15
"S05-RES1-SP12"	"1"	2012-05-15
"S05-LNC1-SP12"	"1"	2012-05-15
"S05-SFP2-SP12"	"1"	2012-05-15
"S04-OTW1-SP12"	"1"	2012-05-15
"R02-ALT1-SP12"	"1"	2012-05-14
"R02-DPG1-SP12"	"1"	2012-05-14
"R02-FRP1-SP12"	"1"	2012-05-14
"R03-CPG1-SP12"	"1"	2012-05-14
"R03-AUP1-SP12"	"1"	2012-05-14
"R03-EUC1-SP12"	"1"	2012-05-14
"R03-MAP1-SP12"	"1"	2012-05-14
"R04-MMW1-SP12"	"1"	2012-05-14
"R04-SCH1-SP12"	"1"	2012-05-14
"R05-STP1-SP12"	"1"	2012-05-14
"R05-GOC1-SP12"	"1"	2012-05-14
"R05-FMG1-SP12"	"1"	2012-05-14
"R05-MTC1-SP12"	"1"	2012-05-14
"R06-YOW1-SP12"	"1"	2012-05-14
"R06-SLT1-SP12"	"1"	2012-05-14
"R06-SLT2-SP12"	"1"	2012-05-14
"R06-OTB1-SP12"	"1"	2012-05-14
"R07-YHR1-SP12"	"1"	2012-05-14
"J01-LMP1-SP12"	"1"	2012-05-16
"S02-CPR1-SP12"	"3"	2012-05-16
"S02-BRI1-SP12"	"1"	2012-05-16
"S02-PIP1-SP12"	"1"	2012-05-16
"S03-WAP1-SP12"	"1"	2012-05-16
"S03-PSP1-SP12"	"1"	2012-05-16
"S03-VIP1-SP12"	"1"	2012-05-16
"S03-LCP1-SP12"	"1"	2012-05-16
"S04-HAP1-SP12"	"1"	2012-05-16
"S04-VFP1-SP12"	"1"	2012-05-16
"S02-MCP1-SP12"	"1"	2012-05-16
"S04-SSP1-SP12"	"1"	2012-05-16
"J01-SKP1-SP12"	"1"	2012-05-16
"J01-SEP1-SP12"	"1"	2012-05-16
"J01-CLP1-SP12"	"1"	2012-05-16
"R07-MMP1-SP12"	"1"	2012-05-14
"D05-MIA1-SP12"	"4"	2012-05-15
"D05-PRC1-SP12"	"1"	2012-05-15
"D07-ASC1-SP12"	"1"	2012-05-15
"D06-KCG1-SP12"	"1"	2012-05-15
"D07-NOC1-SP12"	"1"	2012-05-15
"D07-BEC1-SP12"	"1"	2012-05-15
"D08-DAW3-SP12"	"1"	2012-05-15
"D08-DAW1-SP12"	"1"	2012-05-15
"D08-CCC1-SP12"	"1"	2012-05-15
"D09-CLG1-SP12"	"1"	2012-05-15
"D09-RYW1-SP12"	"1"	2012-05-15
"D09-VTC1-SP12"	"1"	2012-05-15
"D10-VHC1-SP12"	"1"	2012-05-15
"D10-CAN1-SP12"	"1"	2012-05-15
"D10-MAC1-SP12"	"1"	2012-05-15
"D02-SCP1-SP12"	"1"	2012-05-14
"D02-HUP1-SP12"	"3"	2012-05-13
"D02-MOP1-SP12"	"1"	2012-05-13
"D02-RCP1-SP12"	"1"	2012-05-13
"D03-AFP1-SP12"	"1"	2012-05-13
"D03-CHP1-SP12"	"1"	2012-05-13
"D03-MFP1-SP12"	"1"	2012-05-13
"D03-AMP1-SP12"	"1"	2012-05-15
"D04-FGP1-SP12"	"1"	2012-05-13
"D04-EDW3-SP12"	"1"	2012-05-13
"D05-ADC1-SP12"	"1"	2012-05-13
"D05-BRP1-SP12"	"1"	2012-05-13
"D04-RDP1-SP12"	"1"	2012-05-13
"D04-DNP1-SP12"	"1"	2012-05-13
"R10-FRM1-SP12"	"1"	2012-05-17
"R10-FRM2-SP12"	"1"	2012-05-17
"R10-WCP3-SP12"	"1"	2012-05-17
"R10-WDW1-SP12"	"1"	2012-05-17
"R09-CTG3-SP12"	"1"	2012-05-17
"R09-BLW1-SP12"	"1"	2012-05-17
"R09-LIM2-SP12"	"1"	2012-05-17
"R09-SMI1-SP12"	NA	2012-05-17
"R08-DAP1-SP12"	"1"	2012-05-17
"R08-WBK1-SP12"	"1"	2012-05-17
"R08-VLG1-SP12"	"1"	2012-05-17
"R08-PAP1-SP12"	"1"	2012-05-17
"R07-GOF1-SP12"	"1"	2012-05-17
"R07-FSP1-SP12"	"3"	2012-05-17
"R09-SMI1-SP12"	"1"	2012-05-25
"D03-MFP1-SU11"	NA	NA
"D05-ADC1-FA11"	NA	NA
"D10-MAC1-SP11"	NA	NA
"R03-MAP1-WI12"	NA	NA
"R06-SLT2-WI12"	NA	NA
"S04-OTW1-FA11"	NA	NA
"S09-VTW1-FA11"	NA	NA
"D06-KCG1-FA10"	NA	NA
"R10-WCP1-FA10"	NA	NA
"S09-ILC1-FA10"	NA	NA
"R09-LIM2-FA11"	NA	NA
"R09-LIM1-SU10"	NA	NA
"R10-WCP2-WI11"	NA	NA
"D02-HUP1-SU12"	NA	2012-07-10
"D02-HUP1-SU12"	"7"	2012-07-25
"D02-HUP1-SU12"	"1"	2012-08-08
"R10-WDW1-SU13"	NA	2013-07-02
"R09-CTG3-SU13"	NA	2013-07-02
"R09-BLW1-SU13"	NA	2013-07-02
"R09-LIM2-SU13"	NA	2013-07-02
"R09-SMI1-SU13"	NA	2013-07-02
"R08-DAP1-SU13"	NA	2013-07-02
"R08-PAP1-SU13"	NA	2013-07-02
"R08-VLG1-SU13"	NA	2013-07-02
"R08-WBK1-SU13"	NA	2013-07-02
"R07-GOF1-SU13"	NA	2013-07-02
"R07-FSP1-SU13"	NA	2013-07-02
"D02-JBS1-SU13"	NA	2013-06-28
"D10-MAC1-SU13"	NA	2013-07-01
"D10-CAN1-SU13"	NA	2013-07-01
"D10-VHC1-SU13"	NA	2013-07-01
"D09-VTC1-SU13"	NA	2013-07-01
"D09-RYW1-SU13"	NA	2013-07-01
"D09-CLG1-SU13"	NA	2013-07-01
"D08-CCC1-SU13"	NA	2013-07-01
"D08-DAW1-SU13"	NA	2013-07-01
"D08-DAW2-SU13"	NA	2013-07-01
"D07-BEC1-SU13"	NA	2013-07-01
"D07-NOC1-SU13"	NA	2013-07-01
"D06-KCG1-SU13"	NA	2013-07-01
"D07-ASC1-SU13"	NA	2013-07-01
"D05-PRC1-SU13"	NA	2013-07-01
"S10-LPC1-SU13"	NA	2013-07-01
"S10-LPP2-SU13"	NA	2013-07-01
"S10-LEW1-SU13"	NA	2013-07-01
"S10-ILC1-SU13"	NA	2013-07-01
"S09-ILC1-SU13"	NA	2013-07-01
"S09-VTW2-SU13"	NA	2013-07-01
"S09-KTP1-SU13"	NA	2013-07-01
"S09-SMC1-SU13"	NA	2013-07-01
"D02-MDU1-SU13"	NA	2013-07-03
"D02-SCP1-SU13"	NA	2013-07-03
"S08-WGL2-SU13"	NA	2013-07-01
"S08-WGL1-SU13"	NA	2013-07-01
"S07-WGL2-SU13"	NA	2013-07-01
"S07-SAG1-SU13"	NA	2013-07-01
"S07-STJ1-SU13"	NA	2013-07-01
"S06-CBW1-SU13"	NA	2013-07-01
"S05-RES1-SU13"	NA	2013-07-01
"S05-LNC1-FA12"	NA	2012-10-11
"S05-LNC1-FA12"	"1"	2012-10-23
"S05-SFP2-FA12"	NA	2012-10-11
"S05-SFP2-FA12"	"1"	2012-10-23
"R10-FRM1-FA12"	NA	2012-10-11
"R10-FRM1-FA12"	"1"	2012-10-24
"R10-FRM2-FA12"	NA	2012-10-11
"R10-FRM2-FA12"	"1"	2012-10-24
"R10-WCP3-FA12"	NA	2012-10-11
"R10-WCP3-FA12"	"1"	2012-10-24
"R10-WDW1-FA12"	NA	2012-10-11
"R10-WDW1-FA12"	"1"	2012-10-24
"R09-CTG3-FA12"	NA	2012-10-11
"R09-CTG3-FA12"	"1"	2012-10-24
"R09-BLW1-FA12"	NA	2012-10-11
"R09-BLW1-FA12"	"1"	2012-10-24
"R09-LIM2-FA12"	NA	2012-10-11
"R09-LIM2-FA12"	"1"	2012-10-24
"R09-SMI1-FA12"	NA	2012-10-11
"R09-SMI1-FA12"	"1"	2012-10-24
"R08-DAP1-FA12"	NA	2012-10-11
"R08-DAP1-FA12"	"1"	2012-10-24
"R08-WBK1-FA12"	NA	2012-10-11
"R08-WBK1-FA12"	"1"	2012-10-24
"R08-VLG1-FA12"	NA	2012-10-11
"R08-VLG1-FA12"	"1"	2012-10-24
"R08-PAP1-FA12"	NA	2012-10-11
"R08-PAP1-FA12"	"1"	2012-10-24
"R07-GOF1-FA12"	NA	2012-10-11
"R07-GOF1-FA12"	"1"	2012-10-24
"R07-FSP1-FA12"	NA	2012-10-11
"R07-FSP1-FA12"	"1"	2012-10-24
"D10-MAC1-FA12"	NA	2012-10-10
"D10-MAC1-FA12"	"1"	2012-10-23
"D10-CAN1-FA12"	NA	2012-10-10
"D10-CAN1-FA12"	"1"	2012-10-23
"D10-VHC1-FA12"	NA	2012-10-10
"D10-VHC1-FA12"	"1"	2012-10-23
"D09-VTC1-FA12"	NA	2012-10-10
"D09-VTC1-FA12"	"1"	2012-10-23
"D09-RYW1-FA12"	NA	2012-10-10
"D09-RYW1-FA12"	"1"	2012-10-23
"D09-CLG1-FA12"	NA	2012-10-10
"D09-CLG1-FA12"	"1"	2012-10-23
"D08-CCC1-FA12"	NA	2012-10-10
"D08-CCC1-FA12"	"1"	2012-10-23
"D08-DAW2-FA12"	NA	2012-10-10
"D08-DAW2-FA12"	"1"	2012-10-23
"D08-DAW1-FA12"	NA	2012-10-10
"D08-DAW1-FA12"	"1"	2012-10-23
"D07-BEC1-FA12"	NA	2012-10-10
"R03-CPG1-FA12"	NA	2012-10-10
"R03-CPG1-FA12"	"1"	2012-10-23
"R02-FRP1-FA12"	NA	2012-10-10
"R02-FRP1-FA12"	"1"	2012-10-23
"R02-DPG1-FA12"	NA	2012-10-10
"R02-DPG1-FA12"	"1"	2012-10-23
"R02-ALT1-FA12"	NA	2012-10-10
"R02-ALT1-FA12"	"1"	2012-10-23
"S03-LCP1-FA12"	NA	2012-10-09
"S03-LCP1-FA12"	"1"	2012-10-22
"S02-MCP1-FA12"	NA	2012-10-09
"S02-MCP1-FA12"	"1"	2012-10-22
"S02-BRI1-FA12"	NA	2012-10-09
"S02-BRI1-FA12"	"1"	2012-10-22
"S02-PIP1-FA12"	NA	2012-10-09
"S02-PIP1-FA12"	"1"	2012-10-22
"S03-WAP1-FA12"	NA	2012-10-09
"S03-WAP1-FA12"	"1"	2012-10-22
"S03-PSP1-FA12"	NA	2012-10-09
"S03-PSP1-FA12"	"1"	2012-10-23
"S04-HAP1-FA12"	NA	2012-10-09
"S04-HAP1-FA12"	"1"	2012-10-22
"S04-VFP1-FA12"	NA	2012-10-09
"S04-VFP1-FA12"	"4"	2012-10-22
"S04-SSP1-FA12"	NA	2012-10-09
"S04-SSP1-FA12"	"1"	2012-10-22
"S04-OTW1-FA12"	NA	2012-10-09
"S04-OTW1-FA12"	"1"	2012-10-22
"J01-SKP1-FA12"	NA	2012-10-09
"J01-SKP1-FA12"	"1"	2012-10-22
"S02-CPR1-FA12"	NA	2012-10-09
"S02-CPR1-FA12"	"1"	2012-10-22
"J01-LMP1-FA12"	NA	2012-10-09
"J01-LMP1-FA12"	"1"	2012-10-22
"S03-VIP1-FA12"	NA	2012-10-09
"S03-VIP1-FA12"	"1"	2012-10-22
"J01-CLP1-FA12"	NA	2012-10-09
"J01-CLP1-FA12"	"1"	2012-10-22
"S10-LPC1-FA12"	NA	2012-10-11
"S10-LPC1-FA12"	"1"	2012-10-24
"S10-LPP2-FA12"	NA	2012-10-11
"S10-LPP2-FA12"	"1"	2012-10-23
"S10-LEW1-FA12"	NA	2012-10-11
"S10-LEW1-FA12"	"1"	2012-10-23
"S10-ILC1-FA12"	NA	2012-10-11
"S10-ILC1-FA12"	"1"	2012-10-23
"S09-ILC1-FA12"	NA	2012-10-11
"S09-ILC1-FA12"	"3"	2012-10-23
"S09-VTW2-FA12"	NA	2012-10-11
"S09-VTW2-FA12"	"1"	2012-10-23
"S09-KTP1-FA12"	NA	2012-10-11
"S09-KTP1-FA12"	"1"	2012-10-23
"S09-SMC1-FA12"	NA	2012-10-11
"S09-SMC1-FA12"	"1"	2012-10-23
"S08-WGL2-FA12"	NA	2012-10-11
"S08-WGL2-FA12"	"1"	2012-10-23
"S08-WGL1-FA12"	NA	2012-10-11
"S08-WGL1-FA12"	"1"	2012-10-23
"S07-WGL2-FA12"	NA	2012-10-11
"S07-WGL2-FA12"	"1"	2012-10-23
"S07-SAG1-FA12"	NA	2012-10-11
"S07-SAG1-FA12"	"1"	2012-10-23
"S06-CBW1-FA12"	NA	2012-10-11
"S06-CBW1-FA12"	"1"	2012-10-23
"S05-RES1-FA12"	NA	2012-10-11
"S05-RES1-FA12"	"2"	2012-10-23
"D07-BEC1-FA12"	"1"	2012-10-23
"D07-NOC1-FA12"	NA	2012-10-10
"D07-NOC1-FA12"	"1"	2012-10-23
"D06-KCG1-FA12"	NA	2012-10-10
"D06-KCG1-FA12"	"1"	2012-10-23
"D07-ASC1-FA12"	NA	2012-10-10
"D07-ASC1-FA12"	"5"	2012-10-23
"D05-PRC1-FA12"	NA	2012-10-10
"D05-PRC1-FA12"	"1"	2012-10-23
